Position,From,To,Academic Connection,Country Connection,Music Connection,Sports Connection,Movie Connection
5896,70,31,,,,,
5897,70,32,,,,,
5898,70,33,,,,,
5899,70,34,,,,,
5900,70,35,,,,,
5901,70,36,,,,,
5902,70,37,,,,,
5903,70,38,,,,,
5904,70,39,,,,,
5905,70,40,,,,,
5906,70,41,,,,,
5907,70,42,,,,,
5908,70,43,,,,,
5909,70,44,,,,,
5910,70,45,,,,,
5911,70,46,,,,,
5912,70,47,,,,,
5913,70,48,,,,,
5914,70,49,,,,,
5915,70,50,,,,,
5916,70,51,,,,,
5917,70,52,,,,,
5918,70,53,,,,,
5919,70,54,,,,,
5920,70,55,,,,,
5921,70,56,,,,,
5922,70,57,,,,,
5923,70,58,,,,,
5924,70,59,,,,,
5925,70,60,,,,,
5926,70,61,,,,,
5927,70,62,,,,,
5928,70,63,,,,,
5929,70,64,,,,,
5930,70,65,,,,,
5931,70,66,,,,,
5932,70,67,,,,,
5933,70,68,,,,,
5934,70,69,,,,,
5935,70,70,,,,,
5936,70,71,,,,,
5937,70,72,,,,,
5938,70,73,,,,,
5939,70,74,,,,,
5940,70,75,,,,,
5941,70,76,,,,,
5942,70,77,,,,,
5943,70,78,,,,,
5944,70,79,,,,,
5945,70,80,,,,,
5946,70,81,,,,,
5947,70,82,,,,,
5948,70,83,,,,,
5949,70,84,,,,,
5950,70,85,,,,,
5951,71,1,,,,,
5952,71,2,,,,,
5953,71,3,,,,,
5954,71,4,,,,,
5955,71,5,,,,,
5956,71,6,,,,,
5957,71,7,,,,,
5958,71,8,,,,,
5959,71,9,,,,,
5960,71,10,,,,,
5961,71,11,,,,,
5962,71,12,,,,,
5963,71,13,,,,,
5964,71,14,,,,,
5965,71,15,,,,,
5966,71,16,,,,,
5967,71,17,,,,,
5968,71,18,,,,,
5969,71,19,,,,,
5970,71,20,,,,,
5971,71,21,,,,,
5972,71,22,,,,,
5973,71,23,,,,,
5974,71,24,,,,,
5975,71,25,,,,,
5976,71,26,,,,,
5977,71,27,,,,,
5978,71,28,,,,,
5979,71,29,,,,,
5980,71,30,,,,,
5981,71,31,,,,,
5982,71,32,,,,,
5983,71,33,,,,,
5984,71,34,,,,,
5985,71,35,,,,,
5986,71,36,,,,,
5987,71,37,,,,,
5988,71,38,,,,,
5989,71,39,,,,,
5990,71,40,,,,,
5991,71,41,,,,,
5992,71,42,,,,,
5993,71,43,,,,,
5994,71,44,,,,,
5995,71,45,,,,,
5996,71,46,,,,,
5997,71,47,,,,,
5998,71,48,,,,,
5999,71,49,,,,,
6000,71,50,,,,,
6001,71,51,,,,,
6002,71,52,,,,,
6003,71,53,,,,,
6004,71,54,,,,,
6005,71,55,,,,,
6006,71,56,,,,,
6007,71,57,,,,,
6008,71,58,,,,,
6009,71,59,,,,,
6010,71,60,,,,,
6011,71,61,,,,,
6012,71,62,,,,,
6013,71,63,,,,,
6014,71,64,,,,,
6015,71,65,,,,,
6016,71,66,,,,,
6017,71,67,,,,,
6018,71,68,,,,,
6019,71,69,,,,,
6020,71,70,,,,,
6021,71,71,,,,,
6022,71,72,,,,,
6023,71,73,,,,,
6024,71,74,,,,,
6025,71,75,,,,,
6026,71,76,,,,,
6027,71,77,,,,,
6028,71,78,,,,,
6029,71,79,,,,,
6030,71,80,,,,,
6031,71,81,,,,,
6032,71,82,,,,,
6033,71,83,,,,,
6034,71,84,,,,,
6035,71,85,,,,,
6036,72,1,,,,,
6037,72,2,,,,,
6038,72,3,,,,,
6039,72,4,,,,,
6040,72,5,,,,,
6041,72,6,,,,,
6042,72,7,,,,,
6043,72,8,,,,,
6044,72,9,,,,,
6045,72,10,,,,,
6046,72,11,,,,,
6047,72,12,,,,,
6048,72,13,,,,,
6049,72,14,,,,,
6050,72,15,,,,,
6051,72,16,,,,,
6052,72,17,,,,,
6053,72,18,,,,,
6054,72,19,,,,,
6055,72,20,,,,,
6056,72,21,,,,,
6057,72,22,,,,,
6058,72,23,,,,,
6059,72,24,,,,,
6060,72,25,,,,,
6061,72,26,,,,,
6062,72,27,,,,,
6063,72,28,,,,,
6064,72,29,,,,,
6065,72,30,,,,,
6066,72,31,,,,,
6067,72,32,,,,,
6068,72,33,,,,,
6069,72,34,,,,,
6070,72,35,,,,,
6071,72,36,,,,,
6072,72,37,,,,,
6073,72,38,,,,,
6074,72,39,,,,,
6075,72,40,,,,,
6076,72,41,,,,,
6077,72,42,,,,,
6078,72,43,,,,,
6079,72,44,,,,,
6080,72,45,,,,,
6081,72,46,,,,,
6082,72,47,,,,,
6083,72,48,,,,,
6084,72,49,,,,,
6085,72,50,,,,,
6086,72,51,,,,,
6087,72,52,,,,,
6088,72,53,,,,,
6089,72,54,,,,,
6090,72,55,,,,,
6091,72,56,,,,,
6092,72,57,,,,,
6093,72,58,,,,,
6094,72,59,,,,,
6095,72,60,,,,,
6096,72,61,,,,,
6097,72,62,,,,,
6098,72,63,,,,,
6099,72,64,,,,,
6100,72,65,,,,,
6101,72,66,,,,,
6102,72,67,,,,,
6103,72,68,,,,,
6104,72,69,,,,,
6105,72,70,,,,,
6106,72,71,,,,,
6107,72,72,,,,,
6108,72,73,,,,,
6109,72,74,,,,,
6110,72,75,,,,,
6111,72,76,,,,,
6112,72,77,,,,,
6113,72,78,,,,,
6114,72,79,,,,,
6115,72,80,,,,,
6116,72,81,,,,,
6117,72,82,,,,,
6118,72,83,,,,,
6119,72,84,,,,,
6120,72,85,,,,,
6121,73,1,,,,,
6122,73,2,,,,,
6123,73,3,,,,,
6124,73,4,,,,,
6125,73,5,,,,,
6126,73,6,,,,,
6127,73,7,,,,,
6128,73,8,,,,,
6129,73,9,,,,,
6130,73,10,,,,,
6131,73,11,,,,,
6132,73,12,,,,,
6133,73,13,,,,,
6134,73,14,,,,,
6135,73,15,,,,,
6136,73,16,,,,,
6137,73,17,,,,,
6138,73,18,,,,,
6139,73,19,,,,,
6140,73,20,,,,,
6141,73,21,,,,,
6142,73,22,,,,,
6143,73,23,,,,,
6144,73,24,,,,,
6145,73,25,,,,,
6146,73,26,,,,,
6147,73,27,,,,,
6148,73,28,,,,,
6149,73,29,,,,,
6150,73,30,,,,,
6151,73,31,,,,,
6152,73,32,,,,,
6153,73,33,,,,,
6154,73,34,,,,,
6155,73,35,,,,,
6156,73,36,,,,,
6157,73,37,,,,,
6158,73,38,,,,,
6159,73,39,,,,,
6160,73,40,,,,,
6161,73,41,,,,,
6162,73,42,,,,,
6163,73,43,,,,,
6164,73,44,,,,,
6165,73,45,,,,,
6166,73,46,,,,,
6167,73,47,,,,,
6168,73,48,,,,,
6169,73,49,,,,,
6170,73,50,,,,,
6171,73,51,,,,,
6172,73,52,,,,,
6173,73,53,,,,,
6174,73,54,,,,,
6175,73,55,,,,,
6176,73,56,,,,,
6177,73,57,,,,,
6178,73,58,,,,,
6179,73,59,,,,,
6180,73,60,,,,,
6181,73,61,,,,,
6182,73,62,,,,,
6183,73,63,,,,,
6184,73,64,,,,,
6185,73,65,,,,,
6186,73,66,,,,,
6187,73,67,,,,,
6188,73,68,,,,,
6189,73,69,,,,,
6190,73,70,,,,,
6191,73,71,,,,,
6192,73,72,,,,,
6193,73,73,,,,,
6194,73,74,,,,,
6195,73,75,,,,,
6196,73,76,,,,,
6197,73,77,,,,,
6198,73,78,,,,,
6199,73,79,,,,,
6200,73,80,,,,,
6201,73,81,,,,,
6202,73,82,,,,,
6203,73,83,,,,,
6204,73,84,,,,,
6205,73,85,,,,,
6206,74,1,,,,,
6207,74,2,,,,,
6208,74,3,,,,,
6209,74,4,,,,,
6210,74,5,,,,,
6211,74,6,,,,,
6212,74,7,,,,,
6213,74,8,,,,,
6214,74,9,,,,,
6215,74,10,,,,,
6216,74,11,,,,,
6217,74,12,,,,,
6218,74,13,,,,,
6219,74,14,,,,,
6220,74,15,,,,,
6221,74,16,,,,,
6222,74,17,,,,,
6223,74,18,,,,,
6224,74,19,,,,,
6225,74,20,,,,,
6226,74,21,,,,,
6227,74,22,,,,,
6228,74,23,,,,,
6229,74,24,,,,,
6230,74,25,,,,,
6231,74,26,,,,,
6232,74,27,,,,,
6233,74,28,,,,,
6234,74,29,,,,,
6235,74,30,,,,,
6236,74,31,,,,,
6237,74,32,,,,,
6238,74,33,,,,,
6239,74,34,,,,,
6240,74,35,,,,,
6241,74,36,,,,,
6242,74,37,,,,,
6243,74,38,,,,,
6244,74,39,,,,,
6245,74,40,,,,,
6246,74,41,,,,,
6247,74,42,,,,,
6248,74,43,,,,,
6249,74,44,,,,,
6250,74,45,,,,,
6251,74,46,,,,,
6252,74,47,,,,,
6253,74,48,,,,,
6254,74,49,,,,,
6255,74,50,,,,,
6256,74,51,,,,,
6257,74,52,,,,,
6258,74,53,,,,,
6259,74,54,,,,,
6260,74,55,,,,,
6261,74,56,,,,,
6262,74,57,,,,,
6263,74,58,,,,,
6264,74,59,,,,,
6265,74,60,,,,,
6266,74,61,,,,,
6267,74,62,,,,,
6268,74,63,,,,,
6269,74,64,,,,,
6270,74,65,,,,,
6271,74,66,,,,,
6272,74,67,,,,,
6273,74,68,,,,,
6274,74,69,,,,,
6275,74,70,,,,,
6276,74,71,,,,,
6277,74,72,,,,,
6278,74,73,,,,,
6279,74,74,,,,,
6280,74,75,,,,,
6281,74,76,,,,,
6282,74,77,,,,,
6283,74,78,,,,,
6284,74,79,,,,,
6285,74,80,,,,,
6286,74,81,,,,,
6287,74,82,,,,,
6288,74,83,,,,,
6289,74,84,,,,,
6290,74,85,,,,,
6291,75,1,,,,,
6292,75,2,,,,,
6293,75,3,,,,,
6294,75,4,,,,,
6295,75,5,,,,,
6296,75,6,,,,,
6297,75,7,,,,,
6298,75,8,,,,,
6299,75,9,,,,,
6300,75,10,,,,,
6301,75,11,,,,,
6302,75,12,,,,,
6303,75,13,,,,,
6304,75,14,,,,,
6305,75,15,,,,,
6306,75,16,,,,,
6307,75,17,,,,,
6308,75,18,,,,,
6309,75,19,,,,,
6310,75,20,,,,,
6311,75,21,,,,,
6312,75,22,,,,,
6313,75,23,,,,,
6314,75,24,,,,,
6315,75,25,,,,,
6316,75,26,,,,,
6317,75,27,,,,,
6318,75,28,,,,,
6319,75,29,,,,,
6320,75,30,,,,,
6321,75,31,,,,,
6322,75,32,,,,,
6323,75,33,,,,,
6324,75,34,,,,,
6325,75,35,,,,,
6326,75,36,,,,,
6327,75,37,,,,,
6328,75,38,,,,,
6329,75,39,,,,,
6330,75,40,,,,,
6331,75,41,,,,,
6332,75,42,,,,,
6333,75,43,,,,,
6334,75,44,,,,,
6335,75,45,,,,,
6336,75,46,,,,,
6337,75,47,,,,,
6338,75,48,,,,,
6339,75,49,,,,,
6340,75,50,,,,,
6341,75,51,,,,,
6342,75,52,,,,,
6343,75,53,,,,,
6344,75,54,,,,,
6345,75,55,,,,,
6346,75,56,,,,,
6347,75,57,,,,,
6348,75,58,,,,,
6349,75,59,,,,,
6350,75,60,,,,,
6351,75,61,,,,,
6352,75,62,,,,,
6353,75,63,,,,,
6354,75,64,,,,,
6355,75,65,,,,,
6356,75,66,,,,,
6357,75,67,,,,,
6358,75,68,,,,,
6359,75,69,,,,,
6360,75,70,,,,,
6361,75,71,,,,,
6362,75,72,,,,,
6363,75,73,,,,,
6364,75,74,,,,,
6365,75,75,,,,,
6366,75,76,,,,,
6367,75,77,,,,,
6368,75,78,,,,,
6369,75,79,,,,,
6370,75,80,,,,,
6371,75,81,,,,,
6372,75,82,,,,,
6373,75,83,,,,,
6374,75,84,,,,,
6375,75,85,,,,,
6376,76,1,,,,,
6377,76,2,,,,,
6378,76,3,,,,,
6379,76,4,,,,,
6380,76,5,,,,,
6381,76,6,,,,,
6382,76,7,,,,,
6383,76,8,,,,,
6384,76,9,,,,,
6385,76,10,,,,,
6386,76,11,,,,,
6387,76,12,,,,,
6388,76,13,,,,,
6389,76,14,,,,,
6390,76,15,,,,,
6391,76,16,,,,,
6392,76,17,,,,,
6393,76,18,,,,,
6394,76,19,,,,,
6395,76,20,,,,,
6396,76,21,,,,,
6397,76,22,,,,,
6398,76,23,,,,,
6399,76,24,,,,,
6400,76,25,,,,,
6401,76,26,,,,,
6402,76,27,,,,,
6403,76,28,,,,,
6404,76,29,,,,,
6405,76,30,,,,,
6406,76,31,,,,,
6407,76,32,,,,,
6408,76,33,,,,,
6409,76,34,,,,,
6410,76,35,,,,,
6411,76,36,,,,,
6412,76,37,,,,,
6413,76,38,,,,,
6414,76,39,,,,,
6415,76,40,,,,,
6416,76,41,,,,,
6417,76,42,,,,,
6418,76,43,,,,,
6419,76,44,,,,,
6420,76,45,,,,,
6421,76,46,,,,,
6422,76,47,,,,,
6423,76,48,,,,,
6424,76,49,,,,,
6425,76,50,,,,,
6426,76,51,,,,,
6427,76,52,,,,,
6428,76,53,,,,,
6429,76,54,,,,,
6430,76,55,,,,,
6431,76,56,,,,,
6432,76,57,,,,,
6433,76,58,,,,,
6434,76,59,,,,,
6435,76,60,,,,,
6436,76,61,,,,,
6437,76,62,,,,,
6438,76,63,,,,,
6439,76,64,,,,,
6440,76,65,,,,,
6441,76,66,,,,,
6442,76,67,,,,,
6443,76,68,,,,,
6444,76,69,,,,,
6445,76,70,,,,,
6446,76,71,,,,,
6447,76,72,,,,,
6448,76,73,,,,,
6449,76,74,,,,,
6450,76,75,,,,,
6451,76,76,,,,,
6452,76,77,,,,,
6453,76,78,,,,,
6454,76,79,,,,,
6455,76,80,,,,,
6456,76,81,,,,,
6457,76,82,,,,,
6458,76,83,,,,,
6459,76,84,,,,,
6460,76,85,,,,,
6461,77,1,,,,,
6462,77,2,,,,,
6463,77,3,,,,,
6464,77,4,,,,,
6465,77,5,,,,,
6466,77,6,,,,,
6467,77,7,,,,,
6468,77,8,,,,,
6469,77,9,,,,,
6470,77,10,,,,,
6471,77,11,,,,,
6472,77,12,,,,,
6473,77,13,,,,,
6474,77,14,,,,,
6475,77,15,,,,,
6476,77,16,,,,,
6477,77,17,,,,,
6478,77,18,,,,,
6479,77,19,,,,,
6480,77,20,,,,,
6481,77,21,,,,,
6482,77,22,,,,,
6483,77,23,,,,,
6484,77,24,,,,,
6485,77,25,,,,,
6486,77,26,,,,,
6487,77,27,,,,,
6488,77,28,,,,,
6489,77,29,,,,,
6490,77,30,,,,,
6491,77,31,,,,,
6492,77,32,,,,,
6493,77,33,,,,,
6494,77,34,,,,,
6495,77,35,,,,,
6496,77,36,,,,,
6497,77,37,,,,,
6498,77,38,,,,,
6499,77,39,,,,,
6500,77,40,,,,,
6501,77,41,,,,,
6502,77,42,,,,,
6503,77,43,,,,,
6504,77,44,,,,,
6505,77,45,,,,,
6506,77,46,,,,,
6507,77,47,,,,,
6508,77,48,,,,,
6509,77,49,,,,,
6510,77,50,,,,,
6511,77,51,,,,,
6512,77,52,,,,,
6513,77,53,,,,,
6514,77,54,,,,,
6515,77,55,,,,,
6516,77,56,,,,,
6517,77,57,,,,,
6518,77,58,,,,,
6519,77,59,,,,,
6520,77,60,,,,,
6521,77,61,,,,,
6522,77,62,,,,,
6523,77,63,,,,,
6524,77,64,,,,,
6525,77,65,,,,,
6526,77,66,,,,,
6527,77,67,,,,,
6528,77,68,,,,,
6529,77,69,,,,,
6530,77,70,,,,,
6531,77,71,,,,,
6532,77,72,,,,,
6533,77,73,,,,,
6534,77,74,,,,,
6535,77,75,,,,,
6536,77,76,,,,,
6537,77,77,,,,,
6538,77,78,,,,,
6539,77,79,,,,,
6540,77,80,,,,,
6541,77,81,,,,,
6542,77,82,,,,,
6543,77,83,,,,,
6544,77,84,,,,,
6545,77,85,,,,,
6546,78,1,,,,,
6547,78,2,,,,,
6548,78,3,,,,,
6549,78,4,,,,,
6550,78,5,,,,,
6551,78,6,,,,,
6552,78,7,,,,,
6553,78,8,,,,,
6554,78,9,,,,,
6555,78,10,,,,,
6556,78,11,,,,,
6557,78,12,,,,,
6558,78,13,,,,,
6559,78,14,,,,,
6560,78,15,,,,,
6561,78,16,,,,,
6562,78,17,,,,,
6563,78,18,,,,,
6564,78,19,,,,,
6565,78,20,,,,,
6566,78,21,,,,,
6567,78,22,,,,,
6568,78,23,,,,,
6569,78,24,,,,,
6570,78,25,,,,,
6571,78,26,,,,,
6572,78,27,,,,,
6573,78,28,,,,,
6574,78,29,,,,,
6575,78,30,,,,,
6576,78,31,,,,,
6577,78,32,,,,,
6578,78,33,,,,,
6579,78,34,,,,,
6580,78,35,,,,,
6581,78,36,,,,,
6582,78,37,,,,,
6583,78,38,,,,,
6584,78,39,,,,,
6585,78,40,,,,,
6586,78,41,,,,,
6587,78,42,,,,,
6588,78,43,,,,,
6589,78,44,,,,,
6590,78,45,,,,,
6591,78,46,,,,,
6592,78,47,,,,,
6593,78,48,,,,,
6594,78,49,,,,,
6595,78,50,,,,,
6596,78,51,,,,,
6597,78,52,,,,,
6598,78,53,,,,,
6599,78,54,,,,,
6600,78,55,,,,,
6601,78,56,,,,,
6602,78,57,,,,,
6603,78,58,,,,,
6604,78,59,,,,,
6605,78,60,,,,,
6606,78,61,,,,,
6607,78,62,,,,,
6608,78,63,,,,,
6609,78,64,,,,,
6610,78,65,,,,,
6611,78,66,,,,,
6612,78,67,,,,,
6613,78,68,,,,,
6614,78,69,,,,,
6615,78,70,,,,,
6616,78,71,,,,,
6617,78,72,,,,,
6618,78,73,,,,,
6619,78,74,,,,,
6620,78,75,,,,,
6621,78,76,,,,,
6622,78,77,,,,,
6623,78,78,,,,,
6624,78,79,,,,,
6625,78,80,,,,,
6626,78,81,,,,,
6627,78,82,,,,,
6628,78,83,,,,,
6629,78,84,,,,,
6630,78,85,,,,,
6631,79,1,,,,,
6632,79,2,,,,,
6633,79,3,,,,,
6634,79,4,,,,,
6635,79,5,,,,,
6636,79,6,,,,,
6637,79,7,,,,,
6638,79,8,,,,,
6639,79,9,,,,,
6640,79,10,,,,,
6641,79,11,,,,,
6642,79,12,,,,,
6643,79,13,,,,,
6644,79,14,,,,,
6645,79,15,,,,,
6646,79,16,,,,,
6647,79,17,,,,,
6648,79,18,,,,,
6649,79,19,,,,,
6650,79,20,,,,,
6651,79,21,,,,,
6652,79,22,,,,,
6653,79,23,,,,,
6654,79,24,,,,,
6655,79,25,,,,,
6656,79,26,,,,,
6657,79,27,,,,,
6658,79,28,,,,,
6659,79,29,,,,,
6660,79,30,,,,,
6661,79,31,,,,,
6662,79,32,,,,,
6663,79,33,,,,,
6664,79,34,,,,,
6665,79,35,,,,,
6666,79,36,,,,,
6667,79,37,,,,,
6668,79,38,,,,,
6669,79,39,,,,,
6670,79,40,,,,,
6671,79,41,,,,,
6672,79,42,,,,,
6673,79,43,,,,,
6674,79,44,,,,,
6675,79,45,,,,,
6676,79,46,,,,,
6677,79,47,,,,,
6678,79,48,,,,,
6679,79,49,,,,,
6680,79,50,,,,,
6681,79,51,,,,,
6682,79,52,,,,,
6683,79,53,,,,,
6684,79,54,,,,,
6685,79,55,,,,,
6686,79,56,,,,,
6687,79,57,,,,,
6688,79,58,,,,,
6689,79,59,,,,,
6690,79,60,,,,,
6691,79,61,,,,,
6692,79,62,,,,,
6693,79,63,,,,,
6694,79,64,,,,,
6695,79,65,,,,,
6696,79,66,,,,,
6697,79,67,,,,,
6698,79,68,,,,,
6699,79,69,,,,,
6700,79,70,,,,,
6701,79,71,,,,,
6702,79,72,,,,,
6703,79,73,,,,,
6704,79,74,,,,,
6705,79,75,,,,,
6706,79,76,,,,,
6707,79,77,,,,,
6708,79,78,,,,,
6709,79,79,,,,,
6710,79,80,,,,,
6711,79,81,,,,,
6712,79,82,,,,,
6713,79,83,,,,,
6714,79,84,,,,,
6715,79,85,,,,,
6716,80,1,,,,,
6717,80,2,,,,,
6718,80,3,,,,,
6719,80,4,,,,,
6720,80,5,,,,,
6721,80,6,,,,,
6722,80,7,,,,,
6723,80,8,,,,,
6724,80,9,,,,,
6725,80,10,,,,,
6726,80,11,,,,,
6727,80,12,,,,,
6728,80,13,,,,,
6729,80,14,,,,,
6730,80,15,,,,,
6731,80,16,,,,,
6732,80,17,,,,,
6733,80,18,,,,,
6734,80,19,,,,,
6735,80,20,,,,,
6736,80,21,,,,,
6737,80,22,,,,,
6738,80,23,,,,,
6739,80,24,,,,,
6740,80,25,,,,,
6741,80,26,,,,,
6742,80,27,,,,,
6743,80,28,,,,,
6744,80,29,,,,,
6745,80,30,,,,,
6746,80,31,,,,,
6747,80,32,,,,,
6748,80,33,,,,,
6749,80,34,,,,,
6750,80,35,,,,,
6751,80,36,,,,,
6752,80,37,,,,,
6753,80,38,,,,,
6754,80,39,,,,,
6755,80,40,,,,,
6756,80,41,,,,,
6757,80,42,,,,,
6758,80,43,,,,,
6759,80,44,,,,,
6760,80,45,,,,,
6761,80,46,,,,,
6762,80,47,,,,,
6763,80,48,,,,,
6764,80,49,,,,,
6765,80,50,,,,,
6766,80,51,,,,,
6767,80,52,,,,,
6768,80,53,,,,,
6769,80,54,,,,,
6770,80,55,,,,,
6771,80,56,,,,,
6772,80,57,,,,,
6773,80,58,,,,,
6774,80,59,,,,,
6775,80,60,,,,,
6776,80,61,,,,,
6777,80,62,,,,,
6778,80,63,,,,,
6779,80,64,,,,,
6780,80,65,,,,,
6781,80,66,,,,,
6782,80,67,,,,,
6783,80,68,,,,,
6784,80,69,,,,,
6785,80,70,,,,,
6786,80,71,,,,,
6787,80,72,,,,,
6788,80,73,,,,,
6789,80,74,,,,,
6790,80,75,,,,,
6791,80,76,,,,,
6792,80,77,,,,,
6793,80,78,,,,,
6794,80,79,,,,,
6795,80,80,,,,,
6796,80,81,,,,,
6797,80,82,,,,,
6798,80,83,,,,,
6799,80,84,,,,,
6800,80,85,,,,,
6801,81,1,,,,,
6802,81,2,,,,,
6803,81,3,,,,,
6804,81,4,,,,,
6805,81,5,,,,,
6806,81,6,,,,,
6807,81,7,,,,,
6808,81,8,,,,,
6809,81,9,,,,,
6810,81,10,,,,,
6811,81,11,,,,,
6812,81,12,,,,,
6813,81,13,,,,,
6814,81,14,,,,,
6815,81,15,,,,,
6816,81,16,,,,,
6817,81,17,,,,,
6818,81,18,,,,,
6819,81,19,,,,,
6820,81,20,,,,,
6821,81,21,,,,,
6822,81,22,,,,,
6823,81,23,,,,,
6824,81,24,,,,,
6825,81,25,,,,,
6826,81,26,,,,,
6827,81,27,,,,,
6828,81,28,,,,,
6829,81,29,,,,,
6830,81,30,,,,,
6831,81,31,,,,,
6832,81,32,,,,,
6833,81,33,,,,,
6834,81,34,,,,,
6835,81,35,,,,,
6836,81,36,,,,,
6837,81,37,,,,,
6838,81,38,,,,,
6839,81,39,,,,,
6840,81,40,,,,,
6841,81,41,,,,,
6842,81,42,,,,,
6843,81,43,,,,,
6844,81,44,,,,,
6845,81,45,,,,,
6846,81,46,,,,,
6847,81,47,,,,,
6848,81,48,,,,,
6849,81,49,,,,,
6850,81,50,,,,,
6851,81,51,,,,,
6852,81,52,,,,,
6853,81,53,,,,,
6854,81,54,,,,,
6855,81,55,,,,,
6856,81,56,,,,,
6857,81,57,,,,,
6858,81,58,,,,,
6859,81,59,,,,,
6860,81,60,,,,,
6861,81,61,,,,,
6862,81,62,,,,,
6863,81,63,,,,,
6864,81,64,,,,,
6865,81,65,,,,,
6866,81,66,,,,,
6867,81,67,,,,,
6868,81,68,,,,,
6869,81,69,,,,,
6870,81,70,,,,,
6871,81,71,,,,,
6872,81,72,,,,,
6873,81,73,,,,,
6874,81,74,,,,,
6875,81,75,,,,,
6876,81,76,,,,,
6877,81,77,,,,,
6878,81,78,,,,,
6879,81,79,,,,,
6880,81,80,,,,,
6881,81,81,,,,,
6882,81,82,,,,,
6883,81,83,,,,,
6884,81,84,,,,,
6885,81,85,,,,,
6886,82,1,,,,,
6887,82,2,,,,,
6888,82,3,,,,,
6889,82,4,,,,,
6890,82,5,,,,,
6891,82,6,,,,,
6892,82,7,,,,,
6893,82,8,,,,,
6894,82,9,,,,,
6895,82,10,,,,,
6896,82,11,,,,,
6897,82,12,,,,,
6898,82,13,,,,,
6899,82,14,,,,,
6900,82,15,,,,,
6901,82,16,,,,,
6902,82,17,,,,,
6903,82,18,,,,,
6904,82,19,,,,,
6905,82,20,,,,,
6906,82,21,,,,,
6907,82,22,,,,,
6908,82,23,,,,,
6909,82,24,,,,,
6910,82,25,,,,,
6911,82,26,,,,,
6912,82,27,,,,,
6913,82,28,,,,,
6914,82,29,,,,,
6915,82,30,,,,,
6916,82,31,,,,,
6917,82,32,,,,,
6918,82,33,,,,,
6919,82,34,,,,,
6920,82,35,,,,,
6921,82,36,,,,,
6922,82,37,,,,,
6923,82,38,,,,,
6924,82,39,,,,,
6925,82,40,,,,,
6926,82,41,,,,,
6927,82,42,,,,,
6928,82,43,,,,,
6929,82,44,,,,,
6930,82,45,,,,,
6931,82,46,,,,,
6932,82,47,,,,,
6933,82,48,,,,,
6934,82,49,,,,,
6935,82,50,,,,,
6936,82,51,,,,,
6937,82,52,,,,,
6938,82,53,,,,,
6939,82,54,,,,,
6940,82,55,,,,,
6941,82,56,,,,,
6942,82,57,,,,,
6943,82,58,,,,,
6944,82,59,,,,,
6945,82,60,,,,,
6946,82,61,,,,,
6947,82,62,,,,,
6948,82,63,,,,,
6949,82,64,,,,,
6950,82,65,,,,,
6951,82,66,,,,,
6952,82,67,,,,,
6953,82,68,,,,,
6954,82,69,,,,,
6955,82,70,,,,,
6956,82,71,,,,,
6957,82,72,,,,,
6958,82,73,,,,,
6959,82,74,,,,,
6960,82,75,,,,,
6961,82,76,,,,,
6962,82,77,,,,,
6963,82,78,,,,,
6964,82,79,,,,,
6965,82,80,,,,,
6966,82,81,,,,,
6967,82,82,,,,,
6968,82,83,,,,,
6969,82,84,,,,,
6970,82,85,,,,,
6971,83,1,,,,,
6972,83,2,,,,,
6973,83,3,,,,,
6974,83,4,,,,,
6975,83,5,,,,,
6976,83,6,,,,,
6977,83,7,,,,,
6978,83,8,,,,,
6979,83,9,,,,,
6980,83,10,,,,,
6981,83,11,,,,,
6982,83,12,,,,,
6983,83,13,,,,,
6984,83,14,,,,,
6985,83,15,,,,,
6986,83,16,,,,,
6987,83,17,,,,,
6988,83,18,,,,,
6989,83,19,,,,,
6990,83,20,,,,,
6991,83,21,,,,,
6992,83,22,,,,,
6993,83,23,,,,,
6994,83,24,,,,,
6995,83,25,,,,,
6996,83,26,,,,,
6997,83,27,,,,,
6998,83,28,,,,,
6999,83,29,,,,,
7000,83,30,,,,,
7001,83,31,,,,,
7002,83,32,,,,,
7003,83,33,,,,,
7004,83,34,,,,,
7005,83,35,,,,,
7006,83,36,,,,,
7007,83,37,,,,,
7008,83,38,,,,,
7009,83,39,,,,,
7010,83,40,,,,,
7011,83,41,,,,,
7012,83,42,,,,,
7013,83,43,,,,,
7014,83,44,,,,,
7015,83,45,,,,,
7016,83,46,,,,,
7017,83,47,,,,,
7018,83,48,,,,,
7019,83,49,,,,,
7020,83,50,,,,,
7021,83,51,,,,,
7022,83,52,,,,,
7023,83,53,,,,,
7024,83,54,,,,,
7025,83,55,,,,,
7026,83,56,,,,,
7027,83,57,,,,,
7028,83,58,,,,,
7029,83,59,,,,,
7030,83,60,,,,,
7031,83,61,,,,,
7032,83,62,,,,,
7033,83,63,,,,,
7034,83,64,,,,,
7035,83,65,,,,,
7036,83,66,,,,,
7037,83,67,,,,,
7038,83,68,,,,,
7039,83,69,,,,,
7040,83,70,,,,,
7041,83,71,,,,,
7042,83,72,,,,,
7043,83,73,,,,,
7044,83,74,,,,,
7045,83,75,,,,,
7046,83,76,,,,,
7047,83,77,,,,,
7048,83,78,,,,,
7049,83,79,,,,,
7050,83,80,,,,,
7051,83,81,,,,,
7052,83,82,,,,,
7053,83,83,,,,,
7054,83,84,,,,,
7055,83,85,,,,,
7056,84,1,,,,,
7057,84,2,,,,,
7058,84,3,,,,,
